,Video_ID,Path,Pain,Observer,Train
0,6_2a,data/horse_6/6_2a/frame_000001.png,0,1,-1
1,6_2a,data/horse_6/6_2a/frame_000002.png,0,1,-1
2,6_2a,data/horse_6/6_2a/frame_000003.png,0,1,-1
3,6_2a,data/horse_6/6_2a/frame_000004.png,0,1,-1
4,6_2a,data/horse_6/6_2a/frame_000005.png,0,1,-1
5,6_2a,data/horse_6/6_2a/frame_000006.png,0,1,-1
6,6_2a,data/horse_6/6_2a/frame_000007.png,0,1,-1
7,6_2a,data/horse_6/6_2a/frame_000008.png,0,1,-1
8,6_2a,data/horse_6/6_2a/frame_000009.png,0,1,-1
9,6_2a,data/horse_6/6_2a/frame_000010.png,0,1,-1
10,6_2a,data/horse_6/6_2a/frame_000011.png,0,1,-1
11,6_2a,data/horse_6/6_2a/frame_000012.png,0,1,-1
12,6_2a,data/horse_6/6_2a/frame_000013.png,0,1,-1
13,6_2a,data/horse_6/6_2a/frame_000014.png,0,1,-1
14,6_2a,data/horse_6/6_2a/frame_000015.png,0,1,-1
15,6_2a,data/horse_6/6_2a/frame_000016.png,0,1,-1
16,6_2a,data/horse_6/6_2a/frame_000017.png,0,1,-1
17,6_2a,data/horse_6/6_2a/frame_000018.png,0,1,-1
18,6_2a,data/horse_6/6_2a/frame_000019.png,0,1,-1
19,6_2a,data/horse_6/6_2a/frame_000020.png,0,1,-1
20,6_2a,data/horse_6/6_2a/frame_000021.png,0,1,-1
21,6_2a,data/horse_6/6_2a/frame_000022.png,0,1,-1
22,6_2a,data/horse_6/6_2a/frame_000023.png,0,1,-1
23,6_2a,data/horse_6/6_2a/frame_000024.png,0,1,-1
24,6_2a,data/horse_6/6_2a/frame_000025.png,0,1,-1
25,6_2a,data/horse_6/6_2a/frame_000026.png,0,1,-1
26,6_2a,data/horse_6/6_2a/frame_000027.png,0,1,-1
27,6_2a,data/horse_6/6_2a/frame_000028.png,0,1,-1
28,6_2a,data/horse_6/6_2a/frame_000029.png,0,1,-1
29,6_2a,data/horse_6/6_2a/frame_000030.png,0,1,-1
30,6_2a,data/horse_6/6_2a/frame_000031.png,0,1,-1
31,6_2a,data/horse_6/6_2a/frame_000032.png,0,1,-1
32,6_2a,data/horse_6/6_2a/frame_000033.png,0,1,-1
33,6_2a,data/horse_6/6_2a/frame_000034.png,0,1,-1
34,6_2a,data/horse_6/6_2a/frame_000035.png,0,1,-1
35,6_2a,data/horse_6/6_2a/frame_000036.png,0,1,-1
36,6_2a,data/horse_6/6_2a/frame_000037.png,0,1,-1
37,6_2a,data/horse_6/6_2a/frame_000038.png,0,1,-1
38,6_2a,data/horse_6/6_2a/frame_000039.png,0,1,-1
39,6_2a,data/horse_6/6_2a/frame_000040.png,0,1,-1
40,6_2a,data/horse_6/6_2a/frame_000041.png,0,1,-1
41,6_2a,data/horse_6/6_2a/frame_000042.png,0,1,-1
