,Video_ID,Path,Pain,Observer,Train
0,3_1a,data/horse_3/3_1a/frame_000001.png,0,1,-1
1,3_1a,data/horse_3/3_1a/frame_000002.png,0,1,-1
2,3_1a,data/horse_3/3_1a/frame_000003.png,0,1,-1
3,3_1a,data/horse_3/3_1a/frame_000004.png,0,1,-1
4,3_1a,data/horse_3/3_1a/frame_000005.png,0,1,-1
5,3_1a,data/horse_3/3_1a/frame_000006.png,0,1,-1
6,3_1a,data/horse_3/3_1a/frame_000007.png,0,1,-1
7,3_1a,data/horse_3/3_1a/frame_000008.png,0,1,-1
8,3_1a,data/horse_3/3_1a/frame_000009.png,0,1,-1
9,3_1a,data/horse_3/3_1a/frame_000010.png,0,1,-1
10,3_1a,data/horse_3/3_1a/frame_000011.png,0,1,-1
11,3_1a,data/horse_3/3_1a/frame_000012.png,0,1,-1
12,3_1a,data/horse_3/3_1a/frame_000013.png,0,1,-1
13,3_1a,data/horse_3/3_1a/frame_000014.png,0,1,-1
14,3_1a,data/horse_3/3_1a/frame_000015.png,0,1,-1
15,3_1a,data/horse_3/3_1a/frame_000016.png,0,1,-1
16,3_1a,data/horse_3/3_1a/frame_000017.png,0,1,-1
17,3_1a,data/horse_3/3_1a/frame_000018.png,0,1,-1
18,3_1a,data/horse_3/3_1a/frame_000019.png,0,1,-1
19,3_1a,data/horse_3/3_1a/frame_000020.png,0,1,-1
20,3_1a,data/horse_3/3_1a/frame_000021.png,0,1,-1
21,3_1a,data/horse_3/3_1a/frame_000022.png,0,1,-1
22,3_1a,data/horse_3/3_1a/frame_000023.png,0,1,-1
23,3_1a,data/horse_3/3_1a/frame_000024.png,0,1,-1
24,3_1a,data/horse_3/3_1a/frame_000025.png,0,1,-1
25,3_1a,data/horse_3/3_1a/frame_000026.png,0,1,-1
26,3_1a,data/horse_3/3_1a/frame_000027.png,0,1,-1
27,3_1a,data/horse_3/3_1a/frame_000028.png,0,1,-1
28,3_1a,data/horse_3/3_1a/frame_000029.png,0,1,-1
29,3_1a,data/horse_3/3_1a/frame_000030.png,0,1,-1
30,3_1a,data/horse_3/3_1a/frame_000031.png,0,1,-1
31,3_1a,data/horse_3/3_1a/frame_000032.png,0,1,-1
32,3_1a,data/horse_3/3_1a/frame_000033.png,0,1,-1
33,3_1a,data/horse_3/3_1a/frame_000034.png,0,1,-1
34,3_1a,data/horse_3/3_1a/frame_000035.png,0,1,-1
35,3_1a,data/horse_3/3_1a/frame_000036.png,0,1,-1
36,3_1a,data/horse_3/3_1a/frame_000037.png,0,1,-1
37,3_1a,data/horse_3/3_1a/frame_000038.png,0,1,-1
38,3_1a,data/horse_3/3_1a/frame_000039.png,0,1,-1
39,3_1a,data/horse_3/3_1a/frame_000040.png,0,1,-1
40,3_1a,data/horse_3/3_1a/frame_000041.png,0,1,-1
41,3_1a,data/horse_3/3_1a/frame_000042.png,0,1,-1
42,3_1a,data/horse_3/3_1a/frame_000043.png,0,1,-1
43,3_1a,data/horse_3/3_1a/frame_000044.png,0,1,-1
44,3_1a,data/horse_3/3_1a/frame_000045.png,0,1,-1
45,3_1a,data/horse_3/3_1a/frame_000046.png,0,1,-1
46,3_1a,data/horse_3/3_1a/frame_000047.png,0,1,-1
47,3_1a,data/horse_3/3_1a/frame_000048.png,0,1,-1
48,3_1a,data/horse_3/3_1a/frame_000049.png,0,1,-1
49,3_1a,data/horse_3/3_1a/frame_000050.png,0,1,-1
50,3_1a,data/horse_3/3_1a/frame_000051.png,0,1,-1
51,3_1a,data/horse_3/3_1a/frame_000052.png,0,1,-1
52,3_1a,data/horse_3/3_1a/frame_000053.png,0,1,-1
53,3_1a,data/horse_3/3_1a/frame_000054.png,0,1,-1
54,3_1a,data/horse_3/3_1a/frame_000055.png,0,1,-1
55,3_1a,data/horse_3/3_1a/frame_000056.png,0,1,-1
56,3_1a,data/horse_3/3_1a/frame_000057.png,0,1,-1
57,3_1a,data/horse_3/3_1a/frame_000058.png,0,1,-1
58,3_1a,data/horse_3/3_1a/frame_000059.png,0,1,-1
59,3_1a,data/horse_3/3_1a/frame_000060.png,0,1,-1
60,3_1a,data/horse_3/3_1a/frame_000061.png,0,1,-1
61,3_1a,data/horse_3/3_1a/frame_000062.png,0,1,-1
62,3_1a,data/horse_3/3_1a/frame_000063.png,0,1,-1
63,3_1a,data/horse_3/3_1a/frame_000064.png,0,1,-1
64,3_1a,data/horse_3/3_1a/frame_000065.png,0,1,-1
65,3_1a,data/horse_3/3_1a/frame_000066.png,0,1,-1
66,3_1a,data/horse_3/3_1a/frame_000067.png,0,1,-1
67,3_1a,data/horse_3/3_1a/frame_000068.png,0,1,-1
68,3_1a,data/horse_3/3_1a/frame_000069.png,0,1,-1
69,3_1a,data/horse_3/3_1a/frame_000070.png,0,1,-1
70,3_1a,data/horse_3/3_1a/frame_000071.png,0,1,-1
71,3_1a,data/horse_3/3_1a/frame_000072.png,0,1,-1
72,3_1a,data/horse_3/3_1a/frame_000073.png,0,1,-1
73,3_1a,data/horse_3/3_1a/frame_000074.png,0,1,-1
74,3_1a,data/horse_3/3_1a/frame_000075.png,0,1,-1
75,3_1a,data/horse_3/3_1a/frame_000076.png,0,1,-1
76,3_1a,data/horse_3/3_1a/frame_000077.png,0,1,-1
77,3_1a,data/horse_3/3_1a/frame_000078.png,0,1,-1
78,3_1a,data/horse_3/3_1a/frame_000079.png,0,1,-1
79,3_1a,data/horse_3/3_1a/frame_000080.png,0,1,-1
80,3_1a,data/horse_3/3_1a/frame_000081.png,0,1,-1
81,3_1a,data/horse_3/3_1a/frame_000082.png,0,1,-1
82,3_1a,data/horse_3/3_1a/frame_000083.png,0,1,-1
83,3_1a,data/horse_3/3_1a/frame_000084.png,0,1,-1
84,3_1a,data/horse_3/3_1a/frame_000085.png,0,1,-1
